ID,Recommendation,Comment,Game Series
PS0887,Recommended,very fun game [R] [R] [R] [R] scripting,EA Sports FC
PS0888,Recommended,script,EA Sports FC
PS0889,Recommended,kuarejma,EA Sports FC
PS0890,Not Recommended,"Random crash cause losses [R] ultimate team , general poor performance [R] stuttering although specs wise [R] [R] not [R] [R] issue . play [R] PC [R] [R] absolute nightmare . [R] [R] [R] poorly optimize game .",EA Sports FC
PS0891,Recommended,goodf,EA Sports FC
PS0892,Recommended,no toty,EA Sports FC
PS0893,Recommended,Gameplay [R] nt [R] good [R] previous years [R] still [R] solid game one [R] [R] best career modes oat,EA Sports FC
PS0894,Recommended,really good,EA Sports FC
PS0895,Recommended,play ball hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmyes ?,EA Sports FC
PS0896,Recommended,Product receive [R] free [R] [R] good,EA Sports FC
PS0897,Recommended,good game [R] [R] [R] practically no skill base matchmaking [R] drafts [R] rush mode [R] frustrate [R] [R] [R],EA Sports FC
PS0898,Recommended,Nice [R] play FC 25,EA Sports FC
PS0899,Recommended,brokeee [R] fun,EA Sports FC
PS0900,Not Recommended,"[R] get SP Football Life 25 , [R] [R] free",EA Sports FC
PS0901,Recommended,[R] not download [R] game [R] [R] [R] bad,EA Sports FC
PS0902,Recommended,Graphics [R] forget [R] reality [R] Beautiful Good Decent Bad [R] nt look [R] long [R] [R] MSDOS Gameplay Very good Good [R] [R] [R] gameplay Mehh Watch paint dry instead [R] [R] not Audio Eargasm Very good Good Not [R] bad Bad [R] [R] [R] deaf Audience Kids Teens Adults Grandparents PC Requirements Check [R] [R] [R] run paint Potato Decent Fast Rich boi Ask NASA [R] [R] [R] [R] spare computer Game Size Floppy Disk Old Fashioned Workable Big [R] eat 10 [R] [R] 1 TB hard drive [R] [R] want [R] entire hard drive [R] hold [R] [R] [R] need [R] invest [R] [R] black hole [R] hold [R] [R] data Difficulty [R] press ' W ' Easy Easy [R] learn Hard [R] master Significant brain usage Difficult Dark Souls Grind [R] [R] grind Only [R] u care [R] leaderboardsranks [R] not necessary [R] progress Average grind level [R] [R] grind [R] [R] need [R] second life [R] grind Story No Story [R] lore Average Good Lovely [R] [R] replace [R] life Game Time Long enough [R] [R] cup [R] coffee Short Average Long [R] infinity [R] beyond Price [R] [R] free ! Worth [R] price [R] [R] [R] [R] sale [R] u [R] [R] spare money leave Not recommend [R] could also [R] burn [R] money Bugs Never hear [R] Minor bugs [R] get annoying ARK Survival Evolved [R] game [R] [R] [R] big terrarium [R] bugs rate ? 10 1 2 3 4 5 6 7 [R] [R] ronaldo SIIUUUUUUUUUUUUUUUUUUU 8 9 10,EA Sports FC
PS0903,Recommended,best game,EA Sports FC
PS0904,Recommended,Product receive [R] free NICE [R] abruptly quit [R],EA Sports FC
PS0905,Not Recommended,game,EA Sports FC
PS0906,Recommended,game terbaik,EA Sports FC
PS0907,Recommended,y,EA Sports FC
PS0908,Recommended,verry gooud ferau nic,EA Sports FC
PS0909,Recommended,Product receive [R] free 9u900,EA Sports FC
PS0910,Recommended,only [R] [R] absolutely [R] no life,EA Sports FC
PS0911,Recommended,best game ever,EA Sports FC
PS0912,Recommended,siu,EA Sports FC
PS0913,Recommended,good [R] innit,EA Sports FC
PS0914,Recommended,DFDF,EA Sports FC
PS0915,Not Recommended,[R] [R] one [R] [R] bad [R] not [R] bad game ever make,EA Sports FC
PS0916,Recommended,a,EA Sports FC
PS0917,Not Recommended,game ever ea server [R] pack ever ea babi anak anjaing sial babiiiiiiiiiiii bodohh server cam anjing bangang,EA Sports FC
PS0918,Not Recommended,SAME GAME EVERY YEAR,EA Sports FC
PS0919,Not Recommended,azz,EA Sports FC
PS0920,Recommended,,EA Sports FC
PS0921,Recommended,good game,EA Sports FC
PS0922,Recommended,fun game,EA Sports FC
PS0923,Recommended,Get Good pack luck . play rivals [R] win . play another match . rage terribly . altf4 . Repeat,EA Sports FC
PS0924,Recommended,[R],EA Sports FC
PS0925,Not Recommended,"most retarded fifa [R] [R] time , impossible [R] play only worth [R] [R] [R] autistic [R] retarded",EA Sports FC
PS0926,Not Recommended,"[R] game [R] [R] buggy . [R] [R] [R] remake [R] same game [R] [R] [R] [R] bugs , no nvidia compatibility months [R] release , [R] still get away [R] [R] full price game . [R] [R] worth 1",EA Sports FC
PS0927,Not Recommended,always crashh,EA Sports FC
PS0928,Recommended,!,EA Sports FC
PS0929,Recommended,best,EA Sports FC
PS0930,Recommended,very goodgame,EA Sports FC
PS0931,Recommended,good game,EA Sports FC
PS0932,Not Recommended,"[R] only play pro clubs [R] [R] [R] [R] manage [R] make [R] bad [R] last year [R] . [R] buttons [R] tactics [R] [R] [R] [R] same [R] [R] decade [R] [R] change [R] [R] convoluted series [R] dpad press [R] only make [R] less intuitive [R] use [R] [R] original . Opponent models [R] not load , get ready [R] play invisible opponents . [R] one [R] top [R] [R] [R] [R] though [R] [R] nerf [R] keeper movement . [R] use [R] [R] able [R] predict [R] [R] opponent [R] go [R] shoot , [R] [R] could move [R] keeper [R] stop [R] shot . [R] decide [R] make [R] [R] [R] keeper [R] [R] only move one step [R] [R] left [R] right . [R] anything [R] take skill [R] [R] game , [R] devs want [R] remove [R] . [R] only good [R] [R] add [R] [R] option [R] turn [R] [R] crappy menu music [R] [R] game start . [R] only pay 8 dollars [R] [R] game [R] [R] still feel rip [R] . 010",EA Sports FC
PS0933,Not Recommended,crash alot,EA Sports FC
PS0934,Not Recommended,"CRAPPIEST GAME [R] [R] EVER SEEN [R] [R] ENTIRE LIFE , [R] WASTED [R] MONEY",EA Sports FC
PS0935,Not Recommended,same sheet,EA Sports FC
PS0936,Recommended,GANG GANG,EA Sports FC
PS0937,Recommended,very fun [R] clean [R] [R] previous games,EA Sports FC
PS0938,Not Recommended,alot [R] lag [R] stutters ! first game [R] get red card also,EA Sports FC
PS0939,Not Recommended,"Horrible game , [R] [R] servers [R] [R] bad [R] [R] [R] play [R] whole game lagging [R] [R] speed [R] [R] [R] scenario [R] [R] suppose [R] [R] [R] .... [R] [R] bug [R] menu [R] [R] [R] [R] altF4 [R] get [R] [R] load [R] [R] ... Nice job [R] [R] one EA ..... [R] [R] [R] go [R] give us same exact gameplay every year [R] least [R] [R] ensure [R] [R] no bugs [R] latency ... 15",EA Sports FC
PS0940,Recommended,"GREAT GAME [R] MAKE CLUBS [R] MAIN FOCUS [R] [R] NEXT FIFA [R] , [R] [R] [R] FAR [R] [R] ALWAYS [R] [R] BEST GAMEMODE .",EA Sports FC
PS0941,Not Recommended,laggy [R] alot [R] delay,EA Sports FC
PS0942,Not Recommended,play pro club onlythe recent patch make [R] game more [R] [R] basketball gameboth teams keep score,EA Sports FC
PS0943,Not Recommended,bad [R] fk,EA Sports FC
PS0944,Not Recommended,"[R] [R] bugs , constant freezing",EA Sports FC
PS0945,Not Recommended,game 70 [R] [R] trash [R] would [R] [R] good,EA Sports FC
PS0946,Recommended,,EA Sports FC
PS0947,Recommended,.,EA Sports FC
PS0948,Not Recommended,"[R] [R] [R] compete [R] games [R] [R] semihigh level , [R] [R] competitive [R] friends . [R] NOT play [R] fifa . Get [R] old fifa . get fifa 09 . Not [R] peace [R] cancer game . 0 skill involve , [R] [R] [R] [R] best [R] struggle [R] score against [R] bang average player [R] 90 fifa minutes . [R] [R] [R] leave [R] review [R] [R] lose [R] wager [R] [R] [R]",EA Sports FC
PS0949,Recommended,good,EA Sports FC
PS0950,Not Recommended,games [R] [R] really want [R] buy [R] [R] wait [R] [R] big sale [R] [R] nt get [R] [R] [R] ! ! ! ! ! !,EA Sports FC
PS0951,Not Recommended,   ,EA Sports FC
PS0952,Recommended,bok gibi,EA Sports FC
PS0953,Recommended,hat man utd even more [R] play [R] manager career mode w em,EA Sports FC
PS0954,Recommended,Zabavna je,EA Sports FC
PS0955,Not Recommended,FC Real Madrid 25,EA Sports FC
PS0956,Recommended,[R] love gamble [R] no real money,EA Sports FC
PS0957,Recommended,[R] love [R] game .,EA Sports FC
PS0958,Not Recommended,"Amazing [R] [R] game [R] [R] little changes [R] [R] previous iteration manage [R] become significantly bad [R] [R] predecessor . [R] patch [R] fix one issue [R] magically mention another [R] affect [R] frame rate [R] [R] game regardless [R] [R] setting . Last [R] not least , servers [R] still horrible despite [R] know [R] certain time periodsTOTY , etc [R] see significantly high server loads [R] bursts , [R] yet [R] [R] ever [R] [R] [R] [R] .",EA Sports FC
PS0959,Recommended,[R] [R] GOOD GAME,EA Sports FC
PS0960,Recommended,,EA Sports FC
PS0961,Not Recommended,no,EA Sports FC
PS0962,Recommended,[R] think [R] could beat [R] ?,EA Sports FC
PS0963,Not Recommended,need [R] fix glitches,EA Sports FC
PS0964,Recommended,best,EA Sports FC
PS0965,Recommended,Career mode [R] [R] bhest [R] [R] game,EA Sports FC
PS0966,Not Recommended,clubs still break months [R] release,EA Sports FC
PS0967,Not Recommended,possibly [R] bad game [R] [R] ever play,EA Sports FC
PS0968,Recommended,Lingang kuli kuli linggang kuli linggang ku linggang ku,EA Sports FC
PS0969,Recommended,Slop,EA Sports FC
PS0970,Recommended,COLDDDDD game [R] patch,EA Sports FC
PS0971,Recommended,best shet ever,EA Sports FC
PS0972,Recommended,niceee,EA Sports FC
PS0973,Recommended,Product receive [R] free,EA Sports FC
PS0974,Not Recommended,GAME FIX [R] SERVER EA 0 STARS [R] [R] DONT BUY [R] GAME,EA Sports FC
PS0975,Not Recommended,[R] bad [R] [R] ea fc25 [R] not play [R] steamdeck,EA Sports FC
PS0976,Recommended,Product receive [R] free Need [R] develop [R] stabilisation [R] fps perform,EA Sports FC
PS0977,Recommended,"Product receive [R] free [R] [R] opinion , even though [R] [R] not play [R] game [R] [R] [R] first release , [R] [R] very grateful [R] [R] possible , [R] want [R] bring back Volta Football [R] add more modes [R] NBA 2K25",EA Sports FC
PS0978,Not Recommended,"[R] get [R] [R] Inventory . Ea only need money , [R] [R] not need player . Ordinary players only use sbc [R] [R] play [R] rich man .u want [R] [R] fun [R] [R] game ? Save ur money [R] time [R] [R] [R] things , u [R] get more funny [R] [R] .",EA Sports FC
PS0979,Recommended,really good game [R] football lovers,EA Sports FC
PS0980,Recommended,gra jak zawsze [R] dupy jak beta fify 08 co wyu odpierdalacie ale spk 4 liga road,EA Sports FC
PS0981,Recommended,high,EA Sports FC
PS0982,Recommended,jj,EA Sports FC
PS0983,Not Recommended,trash,EA Sports FC
PS0984,Not Recommended,"Matchmaking [R] [R] game [R] comparable [R] COD . Teammates [R] not pass , shoot , [R] know [R] [R] dribble ... [R] [R] [R] think [R] [R] . [R] game also love [R] pair solo queue players [R] full stacks [R] [R] [R] communicate [R] play together . [R] completely ruin [R] experience [R] [R] try [R] get [R] [R] play online solo . [R] feel [R] [R] [R] play more full stacks [R] teams compare [R] [R] solo players . Also , tackle [R] super inconsistent even [R] [R] max [R] defend statshave [R] tackling attributes equip . Pretty [R] [R] [R] [R] game [R] hit [R] miss [R] [R] [R] completely random . Still [R] [R] game [R] [R] NOT pay full price [R] [R] love [R] god ... [R] [R] not worth [R] . 410 [R] only rat [R] high [R] [R] [R] games [R] [R] play [R] friends .",EA Sports FC
PS0985,Recommended,Product receive [R] free ok,EA Sports FC
PS0986,Recommended,Product receive [R] free nice,EA Sports FC
PS0987,Not Recommended,ahh servers,EA Sports FC
PS0988,Not Recommended,"[R] [R] [R] [R] game [R] far ? no . [R] [R] [R] [R] game ? , no . [R] [R] recommend [R] [R] others ? , no . [R] [R] play [R] [R] , [R] buy [R] next years game ? yes",EA Sports FC
PS0989,Recommended,"bjn , k hb",EA Sports FC
PS0990,Recommended,"Better [R] FC24 , [R] probably get FC 26 only [R] sale [R] always",EA Sports FC
PS0991,Not Recommended,[R] game [R] POSITIVE,EA Sports FC
PS0992,Recommended,FC25 [R] BET FOOTBALL [R] HISTORY .... [R] LUV [R],EA Sports FC
PS0993,Not Recommended,"[R] [R] not play without [R] internet connection , [R] [R] force [R] [R] download [R] EA launcher .",EA Sports FC
PS0994,Recommended,sizin yapmaya altnz oyunun anasn sikeyim sorun bitmiyor sorun stne sunucu bile yok . anneni sikeyim ea,EA Sports FC
PS0995,Not Recommended,ea kose nanat ba [R] app e kiri tokhmit madar jende sag ...,EA Sports FC
PS0996,Recommended,[R] [R] highkey addicted,EA Sports FC
PS0997,Recommended,[R] [R] negative things [R] [R] [R] tell online [R] not really [R] search [R] find [R] [R] [R] console pc war [R] [R] [R] nt listen [R] negatives [R] [R] no hackers transfer market [R] fine [R] [R] very very active [R] find [R] game [R] ultimate team [R] less [R] 10 seconds,EA Sports FC
PS0998,Not Recommended,"Awful pro clubs experience , rush [R] [R] only option [R] AI [R] not [R] [R] make [R] want [R] pull [R] [R] teeth . Game [R] full [R] bugs , [R] [R] no option [R] control [R] audio [R] [R] commentators [R] rush , [R] [R] [R] [R] deal [R] [R] annoying commentator [R] max blast [R] whole game . [R] [R] connect [R] controller [R] [R] launch [R] game , [R] [R] [R] able [R] move around [R] menus , [R] [R] soon [R] [R] [R] [R] [R] game [R] no long work . New origin menu [R] join friends [R] clunky [R] awful . Another classic [R] EA .",EA Sports FC
PS0999,Recommended,.kljb,EA Sports FC
PS1000,Not Recommended,[R] [R] bugs [R] glitches,EA Sports FC
PS1001,Recommended,bit glitchy [R] very good career mode,EA Sports FC
PS1002,Recommended,best game,EA Sports FC
PS1003,Recommended,yes,EA Sports FC
PS1004,Not Recommended,[R] app time [R] [R] [R] servers take [R] long [R] [R] [R] server [R] ! ! ! [R] [R] [R] even need [R] servers [R] [R] [R] server [R] [R] [R] [R] play [R] game offline [R] [R] pay [R] [R] download ! ! !,EA Sports FC
PS1005,Recommended,goof,EA Sports FC
PS1006,Not Recommended,Not worth [R] money EA app [R] not work [R] lunch [R] game 99 [R] [R] time [R] [R] .,EA Sports FC
PS1007,Recommended,cheers mate nans [R] hit [R] suiii [R] [R] score [R] [R] [R] [R] [R] hospital,EA Sports FC
PS1008,Not Recommended,[R] [R] [R] love [R] god [R] game [R] full [R] bugs ? [R] [R] [R] unplayable [R] birdview camera [R] Set pieces [R] make [R] impossible [R] score [R] see spectator stand [R] front [R] [R] screen cover low part [R] [R] field ? ! ? Second [R] [R] [R] [R] game [R] [R] lot less features [R] PES 2010 [R] [R] spent cca 700 hours . User interface [R] lot more complicated even [R] less features [R] [R] 15 year old game . Ridiculous . [R] [R] [R] [R] buy [R] [R] EA ? !,EA Sports FC
PS1009,Not Recommended,bad,EA Sports FC
PS1010,Not Recommended, ,EA Sports FC
PS1011,Not Recommended,,EA Sports FC
PS1012,Recommended,very good,EA Sports FC
PS1013,Recommended,ok,EA Sports FC
PS1014,Recommended,yui,EA Sports FC
PS1015,Not Recommended,"[R] game take [R] average 10 attempts [R] even open , since [R] require [R] ea app [R] work , [R] [R] rarely [R] , [R] get one [R] two matches play [R] [R] game crash , [R] [R] constant bugs [R] systems [R] game rely [R] cause [R] hour [R] get [R] [R] [R] total bore . hopefully [R] [R] get [R] money back [R] [R] sad excuse [R] [R] game ruin [R] [R] typical greed [R] ea . [R] ceo need [R] luigi esq visit next",EA Sports FC
PS1016,Not Recommended,"Bought [R] game yesterday . Played [R] [R] buds [R] playstation . [R] next day ea app [R] not work . Crossplay [R] [R] good addition [R] [R] [R] [R] point [R] [R] experience [R] garbage [R] PC ? Ea , stop force us [R] use [R] launcher [R] play [R] games [R] [R] [R] not work properly . [R] buy [R] game [R] console [R] [R] want [R] .",EA Sports FC
PS1017,Not Recommended,[R] [R] never understand [R] EA decide [R] would [R] [R] amazing idea [R] not allow [R] [R] launch [R] game without connection [R] [R] servers . [R] [R] [R] vital [R] [R] [R] play [R] career mode save [R] [R] strong internet connection [R] absolutely beyond [R] . [R] [R] even good [R] [R] try [R] gaslight [R] [R] believe [R] [R] internet [R] [R] problem [R] [R] [R] [R] fact [R] servers [R] [R] [R] [R] [R] not unusual,EA Sports FC
PS1018,Recommended,cancer .,EA Sports FC
PS1019,Recommended,servers keep shut [R] [R] [R] cry,EA Sports FC
PS1020,Recommended,remove women pls,EA Sports FC
PS1021,Not Recommended,[R] ea app [R] [R] gay [R] [R] ever exist [R] [R] world,EA Sports FC
PS1022,Recommended,,EA Sports FC
PS1023,Recommended,asdfddgfgg,EA Sports FC
PS1024,Not Recommended,bad sarvires,EA Sports FC
PS1025,Not Recommended,good game [R] ea [R] scumy,EA Sports FC
PS1026,Recommended,1010,EA Sports FC
PS1027,Recommended,[R] alr tbf,EA Sports FC
PS1028,Not Recommended,[R],EA Sports FC
PS1029,Recommended,Very good game,EA Sports FC
PS1030,Recommended,0,EA Sports FC
PS1031,Recommended,Best game ever,EA Sports FC
PS1032,Recommended,VERY GOOOOOOOD,EA Sports FC
PS1033,Not Recommended,packs ar e full [R] trash,EA Sports FC
PS1034,Not Recommended,.,EA Sports FC
PS1035,Not Recommended,"[R] game [R] [R] scam , every year [R] same [R] [R] only [R] [R] changes [R] [R] graphics . Also [R] servers [R] [R] bad yet [R] [R] nt upgrade [R] [R] [R] needs [R] [R] [R] more money [R] [R] need [R] want",EA Sports FC
PS1036,Recommended,nnnnnnnnnnn,EA Sports FC
PS1037,Not Recommended,[R] GAME [R] not good,EA Sports FC
PS1038,Recommended,great .,EA Sports FC
PS1039,Recommended,[R] game [R] dudo,EA Sports FC
PS1040,Recommended,fmm servere,EA Sports FC
PS1041,Not Recommended,"[R] [R] glitches [R] EA APP , unnecessary game exit",EA Sports FC
PS1042,Not Recommended,Game [R] nt even lauch steam wo nt let [R] refund sit [R] 20 minutes try [R] launch,EA Sports FC
PS1043,Recommended,d,EA Sports FC
PS1044,Not Recommended,Garbage game,EA Sports FC
PS1045,Not Recommended,SZAR EA SZERO,EA Sports FC
PS1046,Not Recommended,Product receive [R] free SCORED [R] BYICLE KICK [R] [R] SHOTED [R] [R] [R] NAN PASSES [R] [R] [R] [R] BACKFLIP [R] [R] STAIRS [R] DIED,EA Sports FC
PS1047,Not Recommended,[R] [R] [R] server seem [R] not exist,EA Sports FC
PS1048,Not Recommended,,EA Sports FC
PS1049,Recommended,hi,EA Sports FC
PS1050,Recommended,very cool,EA Sports FC
PS1051,Not Recommended,rozkousal jsem ovladac,EA Sports FC
PS1052,Recommended,great game,EA Sports FC
PS1053,Not Recommended,ass game,EA Sports FC
PS1054,Not Recommended,"Multi billion dollar company [R] not fix [R] servers . [R] [R] [R] DISGRACE . [R] [R] get punish [R] [R] reward [R] [R] get dissconected . Talk ing [R] negative feelings , [R] game seem [R] target [R] [R] make [R] lose [R] [R] [R] possible . Wish [R] could refund [R] not worth [R] purchase . Hope [R] help .",EA Sports FC
